place,location,info,X,Y,story,,,,,
FLEET STREET,,"In the 1886 Adventure of the Resident Patient, Holmes and Watson, had walked as far as Fleet Street, and it was ten o’clock before they returned to Baker Street. A brougham was waiting at their door. From the instruments inside, Holmes surmised their visitor was a medical doctor.",-0.111419,51.51381,The Adventure of the Resident Patient,,,,,
BRITISH MUSEUM,Great Russell Street,"In the 1879 Adventure of the Musgrave Ritual we learn that the Museum’s famous Reading Room containrd an enormous collection of scientific works that the young Sherlock studied. This knowledge would later make him so efficient in his chosen profession. In the 1889 Hound of the Baskervilles, Holmes told Watson, that Stapleton had been a schoolmaster in the North of England, and had used the name Vandeleur. When the school failed, the couple changed their names to Stapleton and moved south. The British Museum considered Stapleton a recognized authority of entomology. During his investigation in the 1891 Adventure of Wisteria Lodge, Holmes went to the British Museum. There, he read up on Eckermann’s “Voodooism and the Negroid Religions”.",-0.1269129,51.5194742,Multiple,,,,,
NEW OXFORD STREET,,"When the carriage reached New Oxford Street in the 1887 Adventure of the Greek Interpreter, Mr. Melas commented that this was a roundabout way to Kensington. At that point, Mr. Latimer covered the windows. When they arrived at their destination, the trip had taken an hour and thirty-five minutes. Obviously, they were not in Kensington.",-0.125903,51.517022,The Adventure of the Greek Interpreter,,,,,
PAWN & PLUMBER,TOTTENHAM COURT ROAD,"In the 1889 Adventure of the Cardboard Box, Holmes and Watson had lunch in Wallington. Holmes talked of nothing but violins. He bragged how he had purchased his Stradivarius from a Jewish pawnbroker in Tottenham Court Road. It was worth at least five hundred guineas, but he had only paid fifty-five shillings. This led to a long discussion of Paganini, and their consumption of a bottle of claret. Later that year in A Case of Identity, we learn that Mary Sutherland’s father had been a plumber in the Tottenham Court Road. When he died, her mother carried on the business, but when she remarried, her new husband, James Windibank, insisted that she sell the business. Windibank thought a plumbing business was beneath his position as a salesman of French wines.In the 1902 Adventure of the Red Circle, Mr. Warren was a timekeeper at Morton and Waylight’s in Tottenham Court Road. He was on his way to work at seven, when two men came up behind him, threw a coat over his head, and shoved him into a waiting cab.",-0.1317536,51.518107,Multiple,,,,,
HIS OXFORD STREET BANK,455 Oxford Street,"In 1903, the Oxford Street bank nearest to Baker Street was on the southeast corner of North Audley and Oxford Streets. As such, this may have been the bank where Holmes deposited the Duke of Holdernesse’s check in the Adventure of The Priory School.",-0.1536587,51.5138438,The Adventure of the Priory School,,,,,
MYCROFT HOLMES' OFFICE,,"In the 1887 Adventure of The Greek Interpreter Watson met Mycroft, Sherlock’s older brother, for the first time. Mycroft worked at a government offices in Whitehall. According to Sherlock, Mycroft had a better analytical mind than he. Sherlock thought their fraternal abilities came from their grandmother, who was a sister of Vernet, the French artist. In the adventure, Holmes took Watson to the Diogenes Club, in which Mycroft was a founding member. In The Adventure of the Bruce-Partington Plans, we learn that Mycroft was one of the most indispensable men in the British government. As Sherlock said, “He has the tidiest and most orderly brain, with the greatest capacity for storing facts. The conclusions of every department are passed to him. All other men are specialists, but his specialism is omniscience. Again and again his word decided the national policy”. As such, his office had to be near the Prime Minister and No. 10 Downing Street.",-0.1266029,51.5033433,Multiple,,,,,
"SHERMAN, BIRD STUFFER","3 ""PINCHIN LANE” (BLACK PRINCE ROAD)","In the 1887 Sign of the Four, after escorting Mary Morstan back to Lower Camberwell, Watson stopped at No. 3 Pinchin Lane, an address in the “lower quarter of Lambeth, “down near the water’s edge”. Prince;s Road, now called Black Prince Road, fits the description. Watson told Sherman, the old bird stuffer, that Holmes needed Toby.",-0.1207741,51.4922924,The Sign of the Four,,,,,
KNIGHT’S PLACE,,"In the 1887 The Sign of the Four, on their carriage ride to Thaddeus Sholto's house, various streets are mentioned, One of these was Knight's Place. Thanks to the late Bernard Davies, we now know that Knight's Place was not a street, but a terrace of houses on the west side of Wandsworth Road, between Miles Street and Nine Elms Lane.",-0.1270757,51.48416,The Sign of the Four,,,,,
B & N TIMBER YARD,NINE ELMS LANE,"In the 1887 adventure, The Sign of the Four, this was the site of Broderick and Nelson’s timber yard, where Toby had followed the wrong trail. After reaching a false end, the dog “waddled around in circles…as if to ask for sympathy in his embarrassment”. Holmes and Watson had to backtrack to find their quarry.",-0.1298832,51.48448,The Sign of the Four,,,,,
BELMONT PLACE,,"In the 1887 The Sign of the Four, while backtracking to the place where they lost the true scent, Holmes, Watson and Toby passed Belmont Place, a terrace of houses located on the east side of Wandsworth Road, across from Knight’s Place. Earlier, on their carriage ride to Thaddeus Sholto's house, various sites are mentioned, One of these was Belmont Place. Thanks to the late Bernard Davies, we now know that Bel;mont Place was not a street, but a terrace of houses.",-0.1262883,51.4787041,The Sign of the Four,,,,,
TOWER BRIDGE,,"In the 1887 adventure The Sign of the Four, as the police launch continued downstream, they passed the construction site of the new Tower Bridge.",-0.075306,51.50553,The Sign of the Four,,,,,
"""DIOGENES CLUB""",,"In the 1887 Adventure of the Greek Interpreter, we learn that Mycroft Holmes lived in Pall Mall chambers, with his Diogenes Club just opposite. Sherlock said that the Diogenes Club was the queerest club in London, and Mycroft was one of its queerest members. He was at his club every day from quarter to five to twenty to eight. In 1891 during the Adventure of the Final Problem, after the “accidents” in Mayfair, Holmes hailed a cab and went to Brother Mycroft’s chambers in Pall Mall. He spent the day there before going to see Watson. On the way, a tough with a bludgeon attacked him. Holmes managed to knock him down, but barked his knuckles on the tough’s front teeth. Since the Diogenes Club, and therefore Mycroft’s chambers, were, “Some little distance from the Carlton Club”, I suggest they were at the western end of Pall Mall.",-0.1360899,51.505714,Multiple,,,,,
VICTORIA RR STATION,,"Victoria Station is mentioned in five Sherlock Holmes adventures, In the 1887 Adventure of the Greek Interpreter, After his strange experience, Mr. Melas was just able to return to Victoria Station on the last train from Clapham Junction. The next day, he related the story to Mycroft Holmes, who knew that Sherlock would be interested. In 1887, during The Valley of Fear adventure, Inspector MacDonald asked Holmes and Watson to join him on the trip to Birlstone Manor. They had to leave Baker Street in five minutes in order to catch the train from Victoria Station. In 1890 during The Adventure of Silver Blaze, when Holmes, Watson, and Colonel Ross arrived at Victoria Station, Holmes invited Colonel Ross to Baker Street for a cigar, and offered to answer all of his questions. In the 1891 The Final Problem, Watson followed Holmes’s instructions, and arrived at Victoria Station just in time to catch the Continental Express. Moriarty and his thugs were hot on his heels, but missed the train. In the 1896 Adventure of the Sussex Vampire, Robert Ferguson was relieved when Holmes and Watson agreed to take the 2 o’clock train from Victoria to Lamberley in Sussex.",-0.1437576,51.496176,Multiple,,,,,
GROSVENOR HOTEL,Buckingham Palace Road,"In the 1891 The Final Problem, Holmes and Watson reached the little Alpine village of Meiringen. There they stayed at the Englischer Hof, run by Peter Steiler the elder. Steiler spoke excellent English, having served more than three years as a waiter, at the Grosvenor Hotel in London.",-0.145592,51.495639,The Final Problem,,,,,
SPANISH EMBASSY,1 Grosvenor Gardens,"In the 1891 Adventure of Wisteria Lodge, when Scott Eccles returned to London, he stopped by the Spanish Embassy. They had never heard of Garcia. Eccles then went to see Melville, who, although he had introduced them, admitted he knew very little about Garcia.",-0.146551,51.497249,The Adventure of Wisteria Lodge,,,,,
ST. SAVIOUR’S,NORTHWEST CORNER OF WHITFIELD AND MAPLE,"In the 1889 adventure, A Case of Identity, Mary Sutherland and Hosner Angel made plans to marry at St. Saviour’s, Church near King’s Cross. On the way to the church, Hosner put Mary and her mother in a hansom, and followed in a four-wheeler. When they arrived, the four-wheeler was empty—Hosner Angel had vanished. The old church was destroyed in the Blitz and is no longer there.",-0.1378171,51.5226487,A Case of Identity,,,,,
WATERLOO RR STATION,,"Waterloo Station is mentioned in eight Sherlock Holmes adventures. In the 1883 Adventure of the Speckled Band, Helen Stoner left Leatherhead on the first train to Waterloo Station. She wanted to consult Holmes on the strange events at Stoke Moran. Later in the day, Holmes and Watson left London for Leatherhead from Waterloo Station. In the 1885, Adventure of The Five Orange Pips, John Openshaw arrived in London at Waterloo Station. After Openshaw visited Holmes, he tried to catch the late train back to Horsham, but on the way to the station, he was attacked and killed. One summer night in 1888, at the beginning of The Adventure of the Crooked Man, Watson was staying up late. His wife and the rest of the household had gone to bed, when there was a knock at the door. It was Holmes, who had just come from Waterloo Station. He had arrived from Aldershot, and asked Watson to accompany him when he returned the next day. In 1889, during The Adventure of The Naval Treaty, Holmes and Watson caught an early train from Waterloo Station. to Briarbrae, Percy Phelp’s home. It was a large detached house; just a few minutes walk from Woking Station. Later that day, when Holmes and Watson returned to London, they ate at the Waterloo Station’s buffet. Later in 1889, Scotland Yard assigned Inspector Lestrade to the case Watson called The Adventure of the Cardboard Box. Lestrade sent a note from Croydon, asking for Holmes help. Holmes and Watson left for Croydon from Waterloo Station. Also in 1889, Dr. Mortimer did not know what to tell Sir Henry when he arrived at Waterloo Station. Sir Henry was the last of the Baskervilles, and Dr. Mortimer felt hesitant about telling the young baronet about The Hound of the Baskervilles. Holmes said he needed twenty-four hours to think about the problem, and advised Mortimer to say nothing of the curse until then. Later in the adventure, Waterloo Station is where cabbie John Clayton dropped off his fare after he had followed Sir Henry and Dr. Mortimer. Although young Cartwright failed to find the hotel from which the note was sent, Holmes did locate the driver of the hansom cab. His name was John Clayton, who lived at the fictional Turpey Street in the Borough of Southwark. Clayton said that his fare was a detective. When Holmes asked the name he had given, Clayton replied, “Mr. Sherlock Holmes,” Holmes burst into a hearty laugh, and told Watson, “This time we have…a foeman who is worthy of our steel”. Conan Doyle gave 3 Turpey Street as John Clayton’s fictitious street address. Since Clayton kept his horse and cab at Shipley’s Yard, near Waterloo Station, we can assume he lived nearby. In 1890,, as now,, trains from London to Winchester leave from Waterloo Station. In The Adventure of the Copper Beeches, Holmes and Watson’s train left Waterloo Station at half-past nine, and arrived in Winchester at 11:30. They were curious about Violet Hunter’s predicament, since she had the freedom to meet them in Winchester. On a Monday in 1895, Watson caught the 9:13 train from Waterloo Station. He wanted to be in place, when Violet Smith arrived in Farnham on the 9:50. From his hiding place, Watson saw the bearded cyclist following her.",-0.1144679,51.5033286,Multiple,,,,,
NOTTING HILL,,"In the 1889 adventure, The Hound of the Baskervilles, Sir Henry, Mortimer, and Watson left London on a Saturday. Sir Henry had never been to Baskerville Hall, and looked forward to seeing the old family seat. When they arrived, they noticed soldiers patrolling the roads. Selden, the Notting Hill Murderer had escaped from Princetown Prison.",-0.201715,51.520529,The Hound of the Baskervilles,,,,,
No. 10 DOWNING STREET,,"10 Downing Street is the traditional home of the British Prime Minister.In the 1890 Adventure of The Second Stain, it was from there that Lord Bellinger drove to Baker Street to seek Sherlock’s help. The Right Honorable Trelawney Hope, Secretary for European Affairs, was with him. They said they could not involve Scotland Yard for fear of the matter being made public. No. 10 is the traditional home of the British Head of Government. In 1903, during the Adventure of the Mazarin Stone, when the Prime Minister and the Home Secretary came to visit Holmes, they must have come from No. 10. They asked Holmes to find the missing Crown Jewel. Today, the entrance to Downing Street is guarded by an iron gate at Parliament Street, an extension of Whitehall.",-0.1276195,51.50338,Multiple,,,,,
HOUSE OF COMMONS,,"In the 1879 The Musgrave Ritual, after his father’s death, Reginald Musgrave began managing his Hurlstone estate, and became a Member of Parliament.",-0.1246583,51.49964,The Musgrave Ritual,,,,,
LORD HOLDHURSTS',,"In the 1889 Adventure of The Naval Treaty, Lord Holdhurst, the Foreign Secretary, had chambers in Downing Street. It was up to Holmes to find the missing document, and rescue poor Percy’s honor. Although the Canon does not mention Lord Holdhurst’s Downing Street address, it was probably Number 15-16. In the 1880s, these two townhouses were combined, and under the jurisdiction of the Foreign Office. We know for sure the address was not Number 10 or 11. Number 10 is the traditional home of the Prime Minister, and Number 11 is the traditional home of the Chancellor of the Exchequer.",-0.1280058,51.5033934,The Adventure of the Naval Treaty,,,,,
WHITEHALL,,"It was the 1887 Adventure of The Greek Interpreter when Watson first met Mycroft, Sherlock’s older brother. Mycroft worked at the government offices in Whitehall. According to Sherlock, Mycroft had a better analytical mind than he. Sherlock thought their abilities came from their grandmother, who was a sister of Vernet, the French artist. Holmes took Watson to the Diogenes Club, where Mycroft was a founding member. In the 1895 Adventure of the Bruce-Partington Plans, we learn that Mycroft was one of the most indispensable men in the British government. To paraphrase Holmes: “He has the tidiest and most orderly brain, with the greatest capacity for storing facts. The conclusions of every department are passed to him. All other men are specialists, but his specialism is omniscience. Again and again his word decided the national policy”.",-0.1262677,51.5039477,Multiple,,,,,
WESTMINSTER STAIRS,,"In the 1887 adventure, The Sign of the Four, Holmes asked Athelney Jones to have a fast police steam launch at the Westminster Stairs at seven o’clock. As it turned out, the police launch was just fast enough.",-0.1234245,51.501637,The Sign of the Four,,,,,
FOREIGN OFFICE,WHITEHALL,"In the 1889 Adventure of the Naval Treaty, Watson remembered Percy Phelps as a brilliant student, who had won a scholarship to Cambridge. After graduation, he went to work in the Foreign Office at Whitehall. His uncle, Lord Holdhurst, was the Foreign Minister..In 1894, after returning to London in The Adventure of the Empty House, Holmes went to the Foreign Office to brief them on his visit to the Khalifa of Khartoum.",-0.1292396,51.5025118,Multiple,,,,,
CHARLES STREET DOOR,(KING CHARLES STREET),"In the 1889 Adventure of The Naval Treaty, Percy Phelps said that after he discovered the Naval Treaty missing, he ran to the Charles Street side-door. The door was unlocked, and he thought that whoever had stolen the document had entered there.",-0.1278019,51.5022581,The Adventure of the Naval Treaty,,,,,
WESTMINSTER QTR. BELLS,”BIG BEN” CLOCK TOWER,"In the 1889 Adventure of The Naval Treaty, when Percy Phelps ran to the Foreign Office’s Charles Street side-door, he heard three chimes from what he thought was a church clock. It was a quarter to ten. The chime had to have come from the nearby Westminster Clock, commonly called “Big Ben”. Big Ben refers to the clock’s large bell that is only struck on the hour. The quarter chimes come from the “Westminster Quarter” bells. In the adventure's British text, it says Percy heard three chimes from “a neighboring church”. Percy may have thought it had come from a church clock, but the chime had to be from the “Big Ben” clock, In 1889 there were no nearby churches, and in any case, the sound from any distance church chimes would have been overwhelmed by the chimes from ""Big Ben"".",-0.1246315,51.5007287,The Adventure of the Naval Treaty,,,,,
WESTMINSTER BRIDGE,,"In the 1902 Adventure of Lady Frances Carfax, Holmes and Watson, on their way to “Poultney Square”, passed the Houses of Parliament before crossing Westminster Bridge.",-0.123505,51.5009123,The Adventure of Lady Frances Carfax,,,,,
CENTRAL PRESS ASSOC.,BRIDGE STREET,"In the 1900 Adventure of the Six Napoleons, Horace Harker worked for the Central Press Association at Bridge Street, just across from the Big Ben Clock Tower.",-0.1246637,51.501076,The Adventure of the Six Napoleons,,,,,
SHERLOCK'S SCOTLAND YD.,,"The Norman Shaw Buildings, between Whitehall and Victoria Embankment, near Westminster Bridge and Big Ben, is the Scotland Yard Sherlock knew. The building complex is distinctive, being constructed of alternate bands of red brick and white Portland stone. Scotland Yard has moved again. In 1967, “new” New Scotland Yard moved to nearby No. 8-10 Broadway, an existing office block acquired under a long-term lease. There have been newspaper articles indicating they may open their Black Museum to the public. Will Colonel Sebastian Moran’s air rifle be on display?",-0.1245618,51.5022614,Other,,,,,
TRELAWNEY HOPE'S,,"In my opinion, Richmond Terrace was the site of the Trelawney Hope’s townhouse. In the 1890 Adventure of the Second Stain, In this adventure, Richmond Terrace was called Whitehall Terrace. For the Prime Minister to come for lunch, the townhouse had to be near Downing Street.",-0.1247817,51.5031062,The Adventure of the Second Stain,,,,,
EDUARDO LUCAS'S,,"In the 1890 Adventure of the Second Stain, Eduardo Lucas lived in the fictitious Godolphin Street. In my opinion, Gayfere Street’s location makes it a good candidate for being Godolphin Street. In 1890 Gayfere was called St. John Street.",-0.127716,51.496715,The Adventure of the Second Stain,,,,,
ADOLPH MEYER'S,13 GREAT GEORGE STREET,"In the 1895 Adventure of the Bruce-Partington Plans, Adolph Meyer of No. 13 Great George Street, across Parliament Square from Westminster Bridge, was another international spy identified by Mycroft Holmes.",-0.128649,51.501217,The Adventure of the Bruce-Partington Plans,,,,,
ANERLEY ARMS INN,2 RIDSDALE ROAD,"In the 1895 Adventure of the Norwood Builder, after a late business meeting with Jonas Oldacre, John Hector McFarlane spent the night at the Anerley Arms Inn before returning to London the next morning. The Inn was about a mile and a half from Oldacre’s house Deep Dene.",-0.0659831,51.4126942,The Adventure of the Norwood Builder,,,,,
ANERLEY RAILWAY STATION,,"In the 1895 Adventure of the Norwood Builder, John Hector McFarlane read about Jonas Oldacre’s disappearance on the morning train from the Anerley Railway Station to London.",-0.0657409,51.4124036,The Adventure of the Norwood Builder,,,,,
THE MYRTLES,BECKENHAM,"In the 1887 Adventure of The Greek Interpreter, after hearing Paul Melas’s story, Sherlock asked Mycroft if he had taken any action. Mycroft said he had placed an advertisement in all of the London dailies, asking for information on Paul and Sophy Kratides. Sherlock warned Melas to be on his guard, because the ads indicated that he had talked about his experience. J. Davenport, from Lower Brixton, answered the ad. He said he knew Sophy, and that she lived at The Myrtles in Beckenham.",-0.021286,51.425491,The Adventure of the Greek Interpreter,,,,,
BECKENHAM HILL STATION,,"In the 1887 Adventure of The Greek Interpreter, Sherlock, Mycroftf, Watson and Inspector Gregson left the Beckenham Railway Station, and proceeded to The Myrtles. There they found Paul Melas and Paul Kratides poisoned from the fumes of a charcoal fire. Kratides was dead but Melas survived.",-0.0159109,51.4245908,The Adventure of the Greek Interpreter,,,,,
THE HAVEN,,"In the 1898 Adventure of The Retired Colourman, Josiah Amberley had been the junior partner of Brickfall and Amberley, manufacturers of artistic materials. He retired at sixty-one, bought a house in Lee, and a year later, married a younger woman. His house was identified by the Late Bernard Davies as Park Lodge. It is located just north of the junction of Lee Road and Lee High Road. At the time of this adventure, Lee and Lewisham were separate boroughs. Throughout the adventure, Watson insists on using Lewisham as the location, when at this time, it was in fact Lee.",0.011049,51.457459,The Adventure of the Retired Colourman,,,,,
BLACKHEATH STATION,,"In the 1898 Adventure of The Retired Colourman, Holmes was busy with another case, so Watson agreed to go to Lee, and took the train to Blackheath. Watson said he did not dream that, “Within a week, the affair in which I was engaging would be the…debate of all England”.",0.0088406,51.4659325,The Adventure of the Retired Colourman,,,,,
LEE POLICE STATION,410 LEE HIGH ROAD,"In the 1898 Adventure of The Retired Colourman, after exposing Josiah Amberley's crime, he tried to take poison.Holmes stopped him, and said, “No short cuts”. Holmes and P.I. Barker took Amberley to the police station and returned with Inspector MacKinnon. Holmes outlined the clues, and explained to MacKinnon how he solved the case. Naturally, MacKinnon took full credit in the press, and it was left to Watson to tell the true story.",0.01061,51.456585,The Adventure of the Retired Colourman,,,,,
CLAPHAM JUNCTION,,"Clapham Junction was mentioned in three Sherlock Holmes adventures. In the 1887 Adventure of The Greek Interpreter, Paul Melas, after walking across Wandsworth Common to Clapham Junction, was just in time to catch the last train to Victoria Station. In the 1889 Adventure of the Naval Treat;y, after their first visit to Woking, Joseph Harrison drove Holmes and Watson back to the train station. There, they caught the Portsmouth train to London. As they passed Clapham Junction, Holmes remarked, “It’s a very cheering thing to come into London by any of these lines which run high and allow you to look down on houses like this”. Watson thought he was joking. . In the 1890 Adventure of Silver Blaze, Holmes, Watson and Colonel Ross passed through Clapham Junction on their way back to London. Colonel Ross said that Holmes still had not indicated where Silver Blaze had been kept. Holmes said he had been looked after by one of the Colonel’s neighbors, and that, “We must have a little amnesty in that direction”.",-0.1702769,51.4642167,Multiple,,,,,
CRYSTAL PALACE,,"In the 1887 Adventure of The Yellow Face, Disturbed by the actions of his wife, Grent Munro did not go into the City the next day. He walked as far as the Crystal Palace before returning home. In 1851, the Crystal Palace was built in Hyde Park for the Great Exhibition. After the exhibition, the Crystal Palace was moved to Sydenham Hill in South London, and re-opened by Queen Victoria on June 10, 1854. It was destroyed by fire in 1936.",-0.0686428,51.4190685,The Adventure of the Yellow Face,,,,,
KING’S COLLEGE HOSPITAL,DENMARK HILL,"In the 1886 Adventure of The Resident Patient, after graduation from Medical School Percy, Trevelyan devoted himself to research. He obtained a small position in King’s College Hospital. There, he won the Bruce Pinkerton prize, and was thought to have a distinguished career ahead of him. However, a lack of capital prevented him from finding proper London quarters.",-0.091889,51.468641,The Adventure of the Resident Patient,,,,,
SUSAN CUSHING'S,"CROSS STREET, CROYDON","One hot August day in 1889, at the beginning of the Adventure of the Cardboard Box, Holmes and Watson read that Miss Susan Cushing, of Cross Street, Croydon, had received a cardboard box from Belfast, containing two human ears, packed in coarse rock salt.",-0.090684,51.379499,The Adventure of the Cardboard Box,,,,,
EAST CROYDON STATION,,"In the 1889 Adventure of the Cardboard Box, Scotland Yard assigned Inspector Lestrade to the case, who in turn sent a note to Holmes asking for help. When Holmes and Watson arrived at the East Croydon Railroad Station, Lestrade was waiting for them. A five-minute walk brought them to Susan Cushing’s house in Cross Street. There, after examining the ears, the package, and talking to Susan, Holmes told Lestrade that this was no practical joke.",-0.0928044,51.3752899,The Adventure of the Cardboard Box,,,,,
WISTERIA LODGE,OXSHOTT / ESHER,"In the 1891 Adventure of Wisteria Lodge, Scott Eccles accepted an offer to spend a few days at Aloysius Garcia’s Wisteria Lodge,located between Esher and Oxshott. The household included a Spanish servant, and a half-breed cook. The house itself was an old tumbledown building. The dinner was so poorly cooked and served, that Eccles wished he could invent some excuse to leave. After dinner, Garcia received a note, and became distraught.",-0.363128,51.360266,The Adventure of Wisteria Lodge,,,,,
THE ESHER STATION,,"In the 1891 Adventure of Wisteria Lodge, Inspector Baynes returned to Baker Street, and asked Holmes and Watson to accompanied him back to Esher.",-0.3532362,51.3798436,The Adventure of Wisteria Lodge,,,,,
BULL INN,,"In the 1891 Adventure of Wisteria Lodge, Holmes and Watson found rooms at the Bull Inn. It was a cold March evening when Holmes, Watson, and Inspector Baynes, walked from the Bull to Wisteria Lodge. Constable Walters was on guard, but his nerves were frayed. Two hours earlier, he had seen a giant face looking through the window.",-0.3649559,51.369744,The Adventure of Wisteria Lodge,,,,,
ESHER POLICE STATION,,"One morning in the 1891 Adventure of Wisteria Lodge, while they were staying at the Bull Inn in Esher, Watson opened his morning newspaper and found headlines declaring the Oxshott Mystery was solved. The mulatto cook had been charged with the murder. Holmes rushed to see Inspector Baynes, and advised him not to commit himself too far unless he was sure.",-0.367204,51.368342,The Adventure of Wisteria Lodge,,,,,
THADDEUS SHOLTO'S,13 GUBYON AVENUE,"In the 1887 The Sign of the Four, In describing their carriage journey, Watson said, “At last the cab drew up at the third house in a new terrace”. The late Bernard Davies identifies Thaddeus Sholto's house as No. 13 Gubyon Avenue. As they entered the house, a Hindu servant led them to a room outfitted in Oriental splendor. There they met Thaddeus, the son of the late Major Sholto. Thaddeus told Mary of their fathers’ involvement in finding Indian treasure. Thaddeus said that he wanted justice for Mary, and was going to see that she got it, regardless of what his brother Bartholomew thought. Bartholomew was living in Pondicherry Lodge, their father’s old house in Upper Norwood.",-0.101516,51.455184,The Sign of the Four,,,,,
JOHN SCOTT'S,LEE,"In the 1891 Adventure of Wisteria Lodge, Inspector Gregson of Scotland Yard, and Inspector Baynes of the Surrey Constabulary arrived at Baker Street. They asked, “Are you Mr. John Scott Eccles of Poham House, Lee? We wish a statement…as to the events which led up to the death last night of Mr. Aloysius Garcia, of Wisteria Lodge, near Esher”.",0.014933,51.448692,The Adventure of Wisteria Lodge,,,,,
CHARPENTIER'S,,"In the 1881 A Study in Scarlet, The newspapers mentioned that the deceased, Edward Drebber, was an American gentleman. He and his private secretary, Joseph Stangerson, stayed at Mrs. Charpentier’s boarding house in Torquay Terrace. In keeping with the nautical theme, Watson substituted the word “Torquay” for Dover. The late Bernard Davies suggests that Mrs. Charpentier’s house was the first house in Dover Terrace, on the east side of Coldharbour Lane, at the corner of Harbour Road.",-0.099714,51.467149,A Study in Scarlet,,,,,
"""VERNON LODGE""",,"In the 1902 Adventure of the Illustrious Client, Colonel Sir James Damery told Holmes that Baron Gruner’s current residence was Vernon Lodge, near Kingston.",-0.260715,51.382048,The Adventure of the Illustrious Client,,,,,
GRANT MUNRO'S,NORBURY,"In the 1887 Adventure of The Yellow Face, Grant Munro was a hop merchant in the City. With the addition of Effie’s income, they took a nice eighty-pound-a-year villa at Norbury. Recently, a nearby cottage was let, and Munro saw a face in the upper window. He could not tell whether the face belonged to a man or woman, but its color was a chalky yellow.",-0.117806,51.410601,The Adventure of the Yellow Face,,,,,
NORBURY STATION,,"In the 1887 Adventure of The Yellow Face, Grant Munro went to see Holmes, who advised him to return to Norbury. If he found the cottage occupied, he was to notify Holmes, but not enter. Holmes received a message, that the cottage was occupied and that Munro would meet him at the Norbury train station.",-0.1217726,51.4114404,The Adventure of the Yellow Face,,,,,
CONAN DOYLE'S HOUSE,12 TENNISON ROAD,"Sir Arthur Conan Doyle’s former house at number No. 12 Tennison Road, received a blue historical plaque in 1973.",-0.080638,51.395136,Other,,,,,
“PONDICHERRY LODGE”,,"In the 1887 Sign of the Four adventure, when Captain Morstan disappeared, the police contacted Major Sholto, the Captain’s only known London friend. Sholto and Morstan had served in the same regiment. Sholto had retired to Upper Norwood, and said he did not know Morstan was in London.The Cannon offers several clues to describe “Pondicherry Lodge”, and its location. The late Bernard Davies describes the Lodge as, “a very large square house of unusual height, with a plain, gentle sloping roof having dormer windows. It was almost certainly built before 1870, and stood in its own spacious grounds on a high road or street, surrounded by a high wall. It must face either north-west of south-west (more or less) and stand on a steep hillside so that its back appears much higher than its front. Mr. Davies suggests the house must be on the extreme southern borders of Upper Norwood and, must not be too far from the railway yet not too close to a police station. After an extensive search, Mr. Davies identified Kilravock House on Ross Road as the true “Pondicherry Lodge”. Today, eight flats occupy Kilravock. Its roofline has been modified, the surrounding wall torn down, and the extensive grounds sold off.",-0.0881054,51.4029915,The Sign of the Four,,,,,
S. NORWOOD POLICE STATION,NO. 83 HIGH STREET,"In the 1887 The Sign of The Four adventure, the police were summoned from the nearby South Norwood Police Station. Before Athelney Jones and his police squad arrived, Holmes spent half an hour examining the crime scene. He determined that a small agile man had gained access to the room through the attic. He had lowered a rope out the window, where a man with a wooden leg hauled himself up. In the attic, Holmes found small naked footprints. A further examination showed that the small, bare-footed man had stepped in creosote. Holmes said he knew, “A dog that would follow this scent to the world’s end”.",-0.076153,51.39861,The Sign of the Four,,,,,
SALLY & TOM DENNIS'S,PECKHAM,"In the 1881 The Sign of The Four adventure, “Mrs. Sawyer” said that her daughter Sally Dennis lived in Peckham with her husband Tom.",-0.0686319,51.4739727,The Sign of the Four,,,,,
JOHN OLDACRE'S,,"In the 1896 Adventure of the Norwood Builder, Jonas Oldacre was a well-known builder in Lower Norwood. The fifty-two year old bachelor lived in Deep Dene House at the end of Sydenham Road.",-0.056847,51.42693,The Adventure of the Norwood Builder,,,,,
SARAH CUSHING'S,"NEW STREET, WALLINGTON","In the 1889 Adventure of the Cardboard Box, Holmes learned from Susan Cushing, that her sister Sarah had recently moved from Croydon to “New Street” in Wallington. On their way to see Sarah, Holmes sent a telegram to his friend Algar, of the Liverpool police force. After arriving in Wallington, they found Sarah Cushing ill. Since they could not talk to her, and had to wait for a reply to the telegram, Holmes suggested they “Have a pleasant little meal at a decent hotel”.",-0.152683,51.365846,The Adventure of the Cardboard Box,,,,,
WANDSWORTH COMMON,,"In the 1887 Adventure of the Greek Interpreter,Latimer and Kemp paid Paul Melas five sovereigns for his services, and warned him to tell no one of his experience. They took him to Wandsworth Common, and dropped him off.",-0.168786,51.455692,The Adventure of the Greek Interpreter,,,,,
BLACKHEATH RUGBY CLUB,,"In the 1896 Adventure of The Sussex Vampire, and again in the 1897 Adventure of The Missing Three-Quarter, Watson said that he had played Rugby on the Blackheath team. In the latter, Godfrey Staunton, who played three-quarter for Cambridge, had also played for Blackheath.",0.0279573,51.4780485,Multiple,,,,,
WOOLWICH ARSENAL,,"In the 1895 Adventure of The Bruce-Partington Plans, Arthur Cadogan West worked at the Woolwich Arsenal.",0.0687157,51.4913877,The Adventure of the Bruce-Partington Plans,,,,,
